Dimensions
X_DIM	200
Y_DIM	200
Z_DIM	-1

Pellets

1	cluster	115.636833494	141.832417245	25.556237419	25.556237419	
1	cluster	19.4846839762	1.41525732734	21.4034409347	21.4034409347	
1	cluster	155.814329295	192.907990668	1.82333121023	1.82333121023	
1	cluster	95.0429951777	140.406375008	29.3738849098	29.3738849098	
1	cluster	181.280898175	9.43628565137	8.98702104094	8.98702104094	
1	cluster	87.0349079719	127.371556701	6.87655782086	6.87655782086	
1	cluster	19.4846839762	1.41525732734	21.4034409347	21.4034409347	
1	cluster	95.0429951777	140.406375008	29.3738849098	29.3738849098	
1	cluster	20.0214180946	191.7425248	8.92318261483	8.92318261483	
1	cluster	115.636833494	141.832417245	25.556237419	25.556237419	
1	cluster	20.0214180946	191.7425248	8.92318261483	8.92318261483	
1	cluster	20.0214180946	191.7425248	8.92318261483	8.92318261483	
1	cluster	196.269583876	152.724737033	3.73041612356	3.73041612356	
1	cluster	32.8601291378	136.416024606	17.2491522491	17.2491522491	
1	cluster	181.280898175	9.43628565137	8.98702104094	8.98702104094	
1	cluster	19.4846839762	1.41525732734	21.4034409347	21.4034409347	
1	cluster	85.3557531863	62.3300758288	24.3981448481	24.3981448481	
1	cluster	19.4846839762	1.41525732734	21.4034409347	21.4034409347	
1	cluster	20.0214180946	191.7425248	8.92318261483	8.92318261483	
1	cluster	19.4846839762	1.41525732734	21.4034409347	21.4034409347	
1	cluster	115.636833494	141.832417245	25.556237419	25.556237419	
1	cluster	196.269583876	152.724737033	3.73041612356	3.73041612356	
1	cluster	32.8601291378	136.416024606	17.2491522491	17.2491522491	
1	cluster	87.0349079719	127.371556701	6.87655782086	6.87655782086	
1	cluster	20.0214180946	191.7425248	8.92318261483	8.92318261483	
1	cluster	32.8601291378	136.416024606	17.2491522491	17.2491522491	
1	cluster	196.269583876	152.724737033	3.73041612356	3.73041612356	
1	cluster	85.3557531863	62.3300758288	24.3981448481	24.3981448481	
1	cluster	155.814329295	192.907990668	1.82333121023	1.82333121023	
1	cluster	196.269583876	152.724737033	3.73041612356	3.73041612356	
1	cluster	181.280898175	9.43628565137	8.98702104094	8.98702104094	
