Dimensions
X_DIM	200
Y_DIM	200
Z_DIM	-1

Pellets

1	manual	118.002848	53.184015	0.0
1	manual	35.665599	86.091097	0.0
1	manual	109.183007	109.671920	0.0
1	manual	155.467189	93.534398	0.0
1	manual	46.103037	100.394893	0.0
1	manual	138.162457	174.727154	0.0
1	manual	148.952382	37.455794	0.0
1	manual	140.721201	65.987676	0.0
1	manual	126.261163	4.830161	0.0
1	manual	152.174029	52.532603	0.0
1	manual	97.405693	155.089071	0.0
1	manual	98.671619	186.386065	0.0
1	manual	162.244571	48.580699	0.0
1	manual	113.944558	109.297039	0.0
1	manual	111.893864	107.304526	0.0
1	manual	51.541596	89.268467	0.0
1	manual	192.720758	135.969399	0.0
1	manual	167.743872	87.909854	0.0
1	manual	154.003837	75.713348	0.0
1	manual	151.026875	72.302835	0.0
1	manual	111.882134	112.243031	0.0
1	manual	128.534214	24.408662	0.0
1	manual	140.124777	53.223372	0.0
1	manual	159.421708	172.481466	0.0
1	manual	191.141814	120.863706	0.0
1	manual	183.697603	123.475296	0.0
1	manual	42.921045	86.217945	0.0
1	manual	175.430422	125.760489	0.0
1	manual	64.010414	98.333995	0.0
1	manual	174.416678	125.144967	0.0
1	manual	192.500491	129.233383	0.0
1	manual	165.388734	28.123704	0.0
1	manual	188.850395	114.942436	0.0
1	manual	47.790844	88.543264	0.0
1	manual	182.761266	87.252085	0.0
1	manual	59.655573	190.584745	0.0
1	manual	50.569832	95.815773	0.0
1	manual	188.745452	142.088523	0.0
1	manual	170.978314	59.991305	0.0
1	manual	119.893527	183.169684	0.0
1	manual	182.615953	151.692732	0.0
1	manual	145.221574	24.936217	0.0
1	manual	127.812149	59.414825	0.0
1	manual	152.952597	35.806888	0.0
1	manual	129.694173	27.074647	0.0
1	manual	114.575695	94.748868	0.0
1	manual	129.352511	63.865809	0.0
1	manual	155.145704	163.354183	0.0
1	manual	188.255570	65.708670	0.0
1	manual	123.733943	176.051715	0.0
1	manual	170.053906	27.467572	0.0
1	manual	123.254554	42.942240	0.0
1	manual	196.949371	128.268382	0.0
1	manual	110.465663	109.697745	0.0
1	manual	181.351168	101.209420	0.0
1	manual	198.111896	118.522651	0.0
1	manual	109.711513	104.259879	0.0
1	manual	38.203189	88.253252	0.0
1	manual	73.792545	193.455282	0.0
1	manual	156.192888	-25.133884	0.0
1	manual	109.095707	107.221106	0.0
1	manual	102.600203	107.493591	0.0
1	manual	38.982397	100.144728	0.0
1	manual	194.518531	119.354365	0.0
1	manual	128.518827	204.082415	0.0
1	manual	157.332995	46.705193	0.0
1	manual	186.184642	49.536840	0.0
1	manual	40.981724	87.821627	0.0
1	manual	85.798782	206.442887	0.0
1	manual	154.403353	36.678221	0.0
1	manual	142.660601	55.445277	0.0
1	manual	27.754341	96.227952	0.0
1	manual	155.777932	54.518543	0.0
1	manual	108.910562	107.688474	0.0
1	manual	181.276781	24.702973	0.0
1	manual	111.104116	127.855261	0.0
1	manual	194.743130	8.056522	0.0
